no,card_no,EN_name,KR_name,base_ex,dir,lo_1st,lo_2st,lo_3st,mo_1st,mo_2st,mo_3st,wo_1st,wo_2st,wo_3st
132,마이너,cups 5,성배 5,"고통에서 벗어나는, 과거에서 벗어나는",역방향,Five of Cups (사랑의 다섯): 과거에는 실망이나 손실을 경험했을 수 있습니다. 이로 인해 현재의 감정적인 부진이나 슬픔에 영향을 줄 수 있습니다.,"성배 5 - Five of Cups (성배의 파이브):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 과거의 아픔이나 손실에서 벗어나고 있는 것을 나타냅니다. 절망과 비관주의에서 벗어나 자신의 삶에 새로운 희망을 발견하고 있습니다. 이 카드는 실망과 슬픔을 극복하고 새로운 시작을 향해 나아가는 것을 나타냅니다.","Five of Cups (성배의 다섯): 이 카드가 역방향으로 나오면, 과거의 상처나 실망을 극복하고 새로운 희망을 찾을 준비가 되어있을 수 있습니다. 관계에서의 회복과 재생이 시작될 수 있으며, 새로운 가능성을 찾아 나아갈 수 있습니다.",1st성배 5역돈,2st성배 5역돈,3st성배 5역돈,1st성배 5역일,2st성배 5역일,3st성배 5역일
133,마이너,cups 6,성배 6,"나쁜 소식, 안 좋은 소식, 지나친 과거 집착",역방향,Six of Cups (사랑의 여섯): 당신의 과거에는 어린 시절의 기억이나 과거의 연인에 대한 애정에 매달려 있었을 수 있습니다. 이로 인해 현재의 관계나 성숙함에 영향을 줄 수 있습니다.,"성배 6 - Six of Cups (성배의 식스):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 과거의 기억이나 추억에 과도하게 머물러 있거나 갇혀있는 것을 나타냅니다. 과거에 사로잡혀 현재의 경험을 통한 성장이나 변화를 방해하고 있을 수 있습니다. 이 카드는 과거를 놓고 현재와 미래를 향해 나아가는 것이 중요함을 상기시킵니다.","Six of Cups (성배의 여섯): 성배 묶음의 여섯 번째 카드가 역방향으로 나오면, 과거의 기억이나 유대가 현재를 가로막을 수 있습니다. 관계에서의 과거의 영향이 줄어들거나 해소되지 않을 수 있으며, 새로운 시작을 위해 과거의 속박을 해방해야 할 수 있습니다.",1st성배 6역돈,2st성배 6역돈,3st성배 6역돈,1st성배 6역일,2st성배 6역일,3st성배 6역일
134,마이너,cups 7,성배 7,"잘못된 계획과 선택, 욕심만 많은, 압도 당하는, 유혹에 넘어가는",역방향,Seven of Cups (사랑의 일곱): 과거에는 꿈이나 욕망에 사로잡혀 현실을 인식하지 못한 경험이 있었을 수 있습니다. 이로 인해 현재의 관계나 목표 설정에 영향을 줄 수 있습니다.,"성배 7 - Seven of Cups (성배의 세븐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 현실과 비현실 사이에서의 혼란이 해소되고 있는 것을 나타냅니다. 현실적인 목표나 욕구를 더 명확하게 정의하고, 비현실적인 꿈이나 욕망에 더 이상 얽매이지 않으려는 결심을 내리고 있습니다. 이 카드는 현실적인 관점과 목표 설정이 중요함을 상기시킵니다.","Seven of Cups (성배의 일곱): 이 카드가 역방향으로 나오면, 현실적인 목표나 선택을 실현하기 위해 현실을 직시하고 명확한 비전을 가질 준비가 되어 있는 것을 나타냅니다. 관계에서의 현실적인 목표와 결정을 위해 더 나은 방향을 찾을 수 있습니다.",1st성배 7역돈,2st성배 7역돈,3st성배 7역돈,1st성배 7역일,2st성배 7역일,3st성배 7역일
135,마이너,cups 8,성배 8,"떠나지 못하는, 미련이 남아 떠나지 못하는, 돌아오는",역방향,Eight of Cups (사랑의 여덟): 당신이 과거에는 관계에서 충족되지 않은 욕구나 실망을 경험했을 수 있습니다. 이로 인해 현재의 관계나 만족도에 영향을 줄 수 있습니다,"성배 8 - Eight of Cups (성배의 에잇):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 내면의 집중과 성장을 경험하고 있는 것을 나타냅니다. 내면의 탐구와 새로운 정신적인 여정에 관심을 기울이고 있으며, 과거의 감정적인 짐에서 벗어나고 새로운 경험을 추구하고 있습니다. 이 카드는 내면의 깊은 만족과 발전을 나타냅니다.","Eight of Cups (성배의 여덟): 역방향으로 나온 경우, 관계에서의 이탈이나 결별이 지연되거나 막힐 수 있습니다. 이탈을 위한 결정이나 변화가 더 많은 고민과 시간이 필요할 수 있으며, 관계에서의 고정관념이나 속박이 남아있을 수 있습니다.",1st성배 8역돈,2st성배 8역돈,3st성배 8역돈,1st성배 8역일,2st성배 8역일,3st성배 8역일
136,마이너,cups 9,성배 9,"자만, 허세, 착각, 불만족, 노력이나 준비의 부족",역방향,Nine of Cups (사랑의 아홉): 당신의 과거에는 연애에서 충족과 만족을 느끼지 못했을 수 있습니다. 이로 인해 현재의 관계나 자아 만족에 영향을 줄 수 있습니다.,"성배 9 - Nine of Cups (성배의 나인):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 내면의 만족과 충족을 찾고 있는 것을 나타냅니다. 자신의 욕구와 만족을 더욱 잘 이해하고, 내적인 풍요로움과 만족을 찾아가는 중입니다. 이 카드는 내면의 안정과 행복을 향한 진정한 발견을 나타냅니다.","Nine of Cups (성배의 아홉): 성배 묶음의 아홉 번째 카드가 역방향으로 나오면, 개인적인 만족과 충족감이 감소할 수 있습니다. 관계에서의 만족과 충족을 찾기 어려울 수 있으며, 감정적인 공백이나 불만족을 느낄 수 있습니다.",1st성배 9역돈,2st성배 9역돈,3st성배 9역돈,1st성배 9역일,2st성배 9역일,3st성배 9역일
137,마이너,cups 10,성배 10,"기대 이하, 불화, 불만족, 불안정, 즐겁지 않음",역방향,Ten of Cups (사랑의 열): 과거에는 가정이나 가족적인 만족을 찾지 못했을 수 있습니다. 이로 인해 현재의 가정이나 가족 관계에 영향을 줄 수 있습니다.,"성배 10 - Ten of Cups (성배의 텐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 가정이나 가족에서의 만족과 행복을 경험하고 있는 것을 나타냅니다. 가정적인 안정과 행복에 대한 욕구가 충족되고 있으며, 가족 간의 화목한 관계를 형성하고 있습니다. 이 카드는 내면의 만족과 완전한 행복을 나타냅니다.","Ten of Wands (완드의 열): 이 카드가 역방향으로 나오면, 부담과 책임이 감소하거나 해소될 수 있습니다. 무거운 짐이나 부담을 덜 수 있으며, 미래에 대한 희망과 기대가 회복될 수 있습니다.",1st성배 10역돈,2st성배 10역돈,3st성배 10역돈,1st성배 10역일,2st성배 10역일,3st성배 10역일
138,마이너,cups Page,성배 시종,"어설픈, 자만하는, 감정조절이 되지 않는, 충동적인 선택",역방향,Page of Cups (사랑의 Page): 당신이 과거에는 연애에서 어리석은 행동이나 감정적인 불안정함을 경험했을 수 있습니다. 이로 인해 현재의 감정적인 안정성에 영향을 줄 수 있습니다.,"성배 페이지 - Page of Cups (성배의 페이지):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 불안정성이나 불안감을 경험하고 있는 것을 나타냅니다. 감정을 표현하거나 이해하기 어려울 수 있으며, 감정적인 불안정으로 인해 의사 소통에 어려움을 겪을 수 있습니다. 이 카드는 감정적인 안정을 찾고 내면의 평화를 회복하기 위해 노력해야 함을 상기시킵니다.","Page of Wands (완드의 페이지): 역방향으로 나온 경우, 새로운 아이디어나 열정이 부족할 수 있습니다. 상상력과 창의력이 제한되거나 활용되지 않을 수 있으며, 새로운 기회를 놓치거나 탐험이 중단될 수 있습니다.",1st성배 시종역돈,2st성배 시종역돈,3st성배 시종역돈,1st성배 시종역일,2st성배 시종역일,3st성배 시종역일
139,마이너,cups Knight,성배 기사,"좋지 않은 제안, 남을 속이는, 배신, 허울만 좋은",역방향,Knight of Cups (사랑의 Knight): 과거에는 로맨틱한 욕망이나 이상에 사로잡혔을 수 있습니다. 이로 인해 현재의 관계나 목표에 영향을 줄 수 있습니다.,"성배 나이트 - Knight of Cups (성배의 나이트):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 불안정성이나 비현실적인 상상에 사로잡힌 상태일 수 있습니다. 감정적인 탐험을 통해 현실을 피하거나 회피할 수 있으며, 현재 상황을 정확하게 평가하기 어려울 수 있습니다. 이 카드는 현실성을 유지하고 현재의 상황을 신중하게 평가해야 함을 상기시킵니다.","Knight of Wands (완드의 기사): 이 카드가 역방향으로 나오면, 활동성과 모험심이 줄어들거나 방향이 흐트러질 수 있습니다. 계획이 불안정하거나 목표를 향한 열정이 부족할 수 있으며, 급박한 결정이나 행동이 후회될 수 있습니다.",1st성배 기사역돈,2st성배 기사역돈,3st성배 기사역돈,1st성배 기사역일,2st성배 기사역일,3st성배 기사역일
140,마이너,cups Queen,성배 여왕,"자비롭지 못한, 앞과 뒤가 다른, 메마른 감성, 부정한",역방향,Queen of Cups (사랑의 Queen): 당신이 과거에는 자신의 감정에 충실하지 못했거나 감정적인 상처를 받았을 수 있습니다. 이로 인해 현재의 자기 사랑이나 관계에 영향을 줄 수 있습니다.,"성배 퀸 - Queen of Cups (성배의 퀸):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 불안정성이나 감정적인 조절이 어려운 상태일 수 있습니다. 감정의 변화나 변덕스러운 감정을 경험할 수 있으며, 자신의 감정을 표현하거나 이해하는 데 어려움을 겪을 수 있습니다. 이 카드는 감정적인 안정과 균형을 찾는 노력이 필요함을 상기시킵니다.","Queen of Wands (완드의 여왕): 역방향으로 나온 경우, 자신의 열정이나 자신감이 퇴색될 수 있습니다. 목표를 향해 나아가는 데 자신감을 잃을 수 있으며, 통제력을 잃거나 주변의 영향에 쉽게 휘둘릴 수 있습니다.",1st성배 여왕역돈,2st성배 여왕역돈,3st성배 여왕역돈,1st성배 여왕역일,2st성배 여왕역일,3st성배 여왕역일
141,마이너,cups King,성배 왕,"신용할 수 없는, 불법적인, 남을 속이는, 친절하지 않은",역방향,King of Cups (사랑의 King): 과거에는 감정적인 안정을 찾지 못했을 수 있습니다. 이로 인해 현재의 관계나 자아 만족에 영향을 줄 수 있습니다.,"성배 남자 - King of Cups (성배의 킹):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 감정적인 억제나 감정적인 무감각함을 경험하고 있는 것을 나타냅니다. 감정을 억누르거나 숨기려는 경향이 있으며, 감정적인 표현이 부족할 수 있습니다. 이 카드는 감정의 표현과 소통을 통해 감정적인 연결을 강화해야 함을 상기시킵니다.","King of Wands (완드의 왕): 이 카드가 역방향으로 나오면, 지도력과 통찰력이 떨어질 수 있습니다. 목표를 향해 나아가는 데 필요한 결단력이나 지도력이 부족할 수 있으며, 충동적인 행동이 결과를 악화시킬 수 있습니다.",1st성배 왕역돈,2st성배 왕역돈,3st성배 왕역돈,1st성배 왕역일,2st성배 왕역일,3st성배 왕역일
142,마이너,pentacles 1,동전 1,"재물의 손해, 재산을 잃는, 물질적으로 큰 이익이 없는",역방향,Ace of Pentacles (땅의 Ace): 당신의 과거에는 재정적 보안이나 안정된 시작을 찾지 못했을 수 있습니다. 이로 인해 현재의 관계나 재정적 상황에 영향을 줄 수 있습니다.,"동전 1 - Ace of Pentacles (동전의 에이스):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 재정적인 안정이나 풍족함을 찾고 있는 것을 나타냅니다. 재정적인 문제나 불안함을 경험할 수 있으며, 새로운 경제적인 기회가 제공되지 않을 수 있습니다. 이 카드는 재정적인 안정과 풍족함을 찾기 위해 노력해야 함을 상기시킵니다.","Ace of Pentacles (동전의 에이스): 역방향으로 나온 경우, 새로운 재정 기회나 안정성에 대한 기대가 불확실할 수 있습니다. 투자나 재무 계획이 실패로 이어질 수 있으며, 경제적인 어려움이나 부족함을 나타낼 수 있습니다.",1st동전 1역돈,2st동전 1역돈,3st동전 1역돈,1st동전 1역일,2st동전 1역일,3st동전 1역일
143,마이너,pentacles 2,동전 2,"균형을 잃는, 한 쪽으로 쏠리는, 위태로운",역방향,Two of Pentacles (땅의 둘): 과거에는 관계나 재정적인 측면에서 균형을 유지하기 어려웠을 수 있습니다. 이로 인해 현재의 관계나 재정 관리에 영향을 줄 수 있습니다.,"동전 2 - Two of Pentacles (동전의 투):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 재정적인 문제나 균형을 유지하기 어려운 상황에 처해있을 수 있습니다. 재정적인 압력이나 어려움을 겪고 있을 수 있으며, 자원을 효율적으로 관리하지 못할 수 있습니다. 이 카드는 재정적인 안정과 균형을 찾는 노력이 필요함을 상기시킵니다.","Two of Pentacles (동전의 둘): 이 카드가 역방향으로 나온 경우, 현재 상황에서의 균형과 안정성이 부족할 수 있습니다. 여러 가지 의무나 선택 사항 사이에서 혼란스러울 수 있으며, 재무적인 문제가 발생할 수 있습니다.",1st동전 2역돈,2st동전 2역돈,3st동전 2역돈,1st동전 2역일,2st동전 2역일,3st동전 2역일
144,마이너,pentacles 3,동전 3,"의견이 안맞는, 타협되지 않는, 기술 부족",역방향,Three of Pentacles (땅의 셋): 당신이 과거에는 협력이나 공동 작업에서 어려움을 겪었을 수 있습니다. 이로 인해 현재의 관계나 협력에 영향을 줄 수 있습니다.,"동전 3 - Three of Pentacles (동전의 쓰리):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 협동적인 노력이나 협력이 부족한 상황에 놓여있을 수 있습니다. 팀워크나 협업에서 어려움을 겪거나, 상호간의 의사소통이 원활하지 않을 수 있습니다. 이 카드는 협력과 협동을 강화하고, 공동의 목표를 달성하기 위한 노력이 필요함을 상기시킵니다.","Three of Pentacles (동전의 셋): 역방향으로 나온 경우, 협력과 협업이 부족할 수 있으며, 프로젝트나 작업의 완성이 어려울 수 있습니다. 인정이나 보상을 받기 어려울 수 있으며, 전문성이나 기술적인 능력이 부족할 수 있습니다.",1st동전 3역돈,2st동전 3역돈,3st동전 3역돈,1st동전 3역일,2st동전 3역일,3st동전 3역일
145,마이너,pentacles 4,동전 4,"새어나가는, 정체되는, 손해, 낭비, 장애물",역방향,Four of Pentacles (땅의 넷): 과거에는 소유욕이나 욕심으로 인해 문제가 생길 수 있었습니다. 이로 인해 현재의 관계나 재정적인 상황에 영향을 줄 수 있습니다.,"동전 4 - Four of Pentacles (동전의 포):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 소유욕이나 탐욕에 사로잡혀 있는 것을 나타냅니다. 재정적인 안정을 위해 과도한 보수적인 태도를 취하거나, 자원을 과도하게 보호하려는 경향이 있을 수 있습니다. 이 카드는 더 나은 재정적인 관리와 더 나은 자원의 공유를 위해 노력해야 함을 상기시킵니다.","Four of Pentacles (동전의 넷): 이 카드가 역방향으로 나온 경우, 소유욕이나 자원의 과도한 보호가 감소할 수 있습니다. 돈이나 자원에 대한 과도한 집착이나 탐욕이 줄어들 수 있으며, 자유롭고 관용적인 태도를 취할 수 있습니다.",1st동전 4역돈,2st동전 4역돈,3st동전 4역돈,1st동전 4역일,2st동전 4역일,3st동전 4역일
146,마이너,pentacles 5,동전 5,"역경 극복, 부흥, 몰락 극복, 용기, 시야가 트임",역방향,Five of Pentacles (땅의 다섯): 당신의 과거에는 재정적인 어려움이나 부족함을 경험했을 수 있습니다. 이로 인해 현재의 관계나 안정에 영향을 줄 수 있습니다.,"동전 5 - Five of Pentacles (동전의 파이브):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 경제적인 어려움이나 결핍을 극복하고 있는 것을 나타냅니다. 어려운 시기를 극복하고, 내면의 힘과 타고난 재능을 발견하고 있을 수 있습니다. 이 카드는 자신의 자원과 능력을 재평가하고, 현재의 어려움을 극복하기 위해 노력하고 있는 것을 상징합니다.","Five of Pentacles (동전의 다섯): 역방향으로 나온 경우, 재정적인 어려움이나 빈곤 상태가 일시적으로 개선될 수 있습니다. 그러나 여전히 도전적인 상황이 남아 있을 수 있으며, 지나친 낭비나 소비가 발생할 수 있습니다.",1st동전 5역돈,2st동전 5역돈,3st동전 5역돈,1st동전 5역일,2st동전 5역일,3st동전 5역일
147,마이너,pentacles 6,동전 6,"불공정한, 인색한, 시기와 질투, 도난, 욕심, 낭비, 사기",역방향,Six of Pentacles (땅의 여섯): 과거에는 관계에서 공정함이나 대우를 받지 못했을 수 있습니다. 이로 인해 현재의 관계나 대인관계에 영향을 줄 수 있습니다.,"동전 6 - Six of Pentacles (동전의 식스):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 자비와 관용에 대한 부족을 경험하고 있는 것을 나타냅니다. 자비롭고 관용있는 행동이나 자원의 공유가 부족할 수 있으며, 이로 인해 어려움을 겪을 수 있습니다. 이 카드는 관용과 부끄러움 없는 자비를 표현하고 타인을 돕는 의지를 상기시킵니다.","Six of Pentacles (동전의 여섯): 이 카드가 역방향으로 나온 경우, 관용과 후원이 부족할 수 있으며, 자선이나 기부가 줄어들 수 있습니다. 부정적인 자금 관리나 자본의 부족으로 인해 경제적인 불안정성이 높아질 수 있습니다.",1st동전 6역돈,2st동전 6역돈,3st동전 6역돈,1st동전 6역일,2st동전 6역일,3st동전 6역일
148,마이너,pentacles 7,동전 7,"조바심, 성급한, 경솔한, 헛된 노력, 계획의 실패",역방향,Seven of Pentacles (땅의 일곱): 당신이 과거에는 노력에 대한 보상을 받지 못했을 수 있습니다. 이로 인해 현재의 관계나 목표 설정에 영향을 줄 수 있습니다.,"동전 7 - Seven of Pentacles (동전의 세븐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 노력의 결과에 대한 만족이나 보람을 느끼지 못할 수 있습니다. 노력에 비해 기대했던 성과가 나타나지 않을 수 있으며, 미래에 대한 불안감이나 불만족을 느낄 수 있습니다. 이 카드는 노력에 대한 실망이나 불만족을 극복하고 더 나은 방향으로 나아가기 위해 내적으로 탐구할 필요가 있다는 것을 상기시킵니다.","Seven of Pentacles (동전의 일곱): 역방향으로 나온 경우, 투자나 노력의 보상이 지연될 수 있으며, 기대 이상의 결과를 얻기 어려울 수 있습니다. 재정적인 불안정성이나 미래에 대한 불확실성이 높아질 수 있습니다.",1st동전 7역돈,2st동전 7역돈,3st동전 7역돈,1st동전 7역일,2st동전 7역일,3st동전 7역일
149,마이너,pentacles 8,동전 8,"허영심, 참을성이 없는, 공든 탑이 무너지는, 실패",역방향,Eight of Pentacles (땅의 여덟): 과거에는 노력이나 열정을 충분히 발휘하지 못했을 수 있습니다. 이로 인해 현재의 관계나 성취에 영향을 줄 수 있습니다.,"동전 8 - Eight of Pentacles (동전의 에잇):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 노동의 의미나 목적을 잃고 있는 것을 나타냅니다. 노동에 대한 열정이 사라지거나, 일상적인 업무에 지침을 느낄 수 있으며, 창의적인 영감이 부족할 수 있습니다. 이 카드는 업무에 대한 몰입과 열정을 되찾고자 하는 노력이 필요함을 상기시킵니다.","Eight of Pentacles (동전의 여덟): 이 카드가 역방향으로 나온 경우, 노력과 집중력이 감소하거나 결과가 미미할 수 있습니다. 능력을 개발하거나 기술을 향상시키는 데 어려움을 겪을 수 있으며, 직업적인 발전이 지연될 수 있습니다.",1st동전 8역돈,2st동전 8역돈,3st동전 8역돈,1st동전 8역일,2st동전 8역일,3st동전 8역일
150,마이너,pentacles 9,동전 9,"낭비하는, 허영심, 자기만족, 절도, 사기, 과시, 허세",역방향,Nine of Pentacles (땅의 아홉): 당신의 과거에는 독립적인 자세나 성취에 집중하지 못했을 수 있습니다. 이로 인해 현재의 관계나 개인적인 성공에 영향을 줄 수 있습니다.,"동전 9 - Nine of Pentacles (동전의 나인):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 혼자서 성취하거나 즐길 수 있는 것들에 대한 인식이 부족한 상황에 놓여있을 수 있습니다. 혼자서의 독립이나 성공에 대한 인식이 약해질 수 있으며, 외부적인 인정이나 보상을 갈망할 수 있습니다. 이 카드는 내면의 풍요와 만족을 발견하고 높은 자아에 대한 자신감을 키우기 위해 내적으로 탐구할 필요가 있다는 것을 상기시킵니다.","Nine of Pentacles (동전 아홉): 이 카드가 역방향으로 나오면, 개인적인 독립심이 약화되거나 자긍심이 훼손될 수 있습니다. 노력의 보상을 충분히 받지 못할 수 있으며, 재정적인 문제나 불안이 생길 수 있습니다.",1st동전 9역돈,2st동전 9역돈,3st동전 9역돈,1st동전 9역일,2st동전 9역일,3st동전 9역일
151,마이너,pentacles 10,동전 10,"재산의 손해, 파벌, 가족애가 없는, 가족의 외면, 명예 손실",역방향,Ten of Pentacles (땅의 열): 과거에는 가족이나 가정에서 충족감을 느끼지 못했을 수 있습니다. 이로 인해 현재의 가족 관계나 안정에 영향을 줄 수 있습니다.,"동전 10 - Ten of Pentacles (동전의 텐):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 가족이나 안정에 대한 불만족이나 문제에 직면해 있는 것을 나타냅니다. 가족 관계나 가정 생활에서의 불화나 불만족을 경험할 수 있으며, 안정적인 환경이나 보안에 대한 부족을 느낄 수 있습니다. 이 카드는 내면의 안정과 가족적인 연결을 강화하고, 안정적인 기반을 쌓기 위한 노력이 필요함을 상기시킵니다.","Ten of Pentacles (동전 열): 역방향으로 나온 경우, 가정이나 재정적인 안정이 위협받을 수 있습니다. 가족 간의 갈등이나 재산 문제가 발생할 수 있으며, 가치관이 충돌할 수 있습니다.",1st동전 10역돈,2st동전 10역돈,3st동전 10역돈,1st동전 10역일,2st동전 10역일,3st동전 10역일
152,마이너,pentacles Page,동전 시종,"미숙함으로 인한 손해, 비논리적, 비현실적, 신중하지 못한",역방향,Page of Pentacles (땅의 Page): 당신이 과거에는 실용적인 지혜나 경험을 충분히 쌓지 못했을 수 있습니다. 이로 인해 현재의 재정적인 상황이나 목표 설정에 영향을 줄 수 있습니다.,"동전 Page - Page of Pentacles (동전의 페이지):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 실제적인 계획을 세우거나 목표를 이루기 위한 노력을 기울이지 않고 있는 것을 나타냅니다. 현실성이 부족하거나 책임감이 부족할 수 있으며, 목표에 대한 불만족이나 타협의식이 강할 수 있습니다. 이 카드는 목표를 향해 노력하고 실천하기 위해 책임감을 가지고 행동해야 함을 상기시킵니다.","Page of Pentacles (동전의 Page): 이 카드가 역방향으로 나오면, 실용적인 사고와 학습 능력이 떨어질 수 있습니다. 신중성이 부족할 수 있으며, 새로운 기회에 대한 관심이 감소할 수 있습니다.",1st동전 시종역돈,2st동전 시종역돈,3st동전 시종역돈,1st동전 시종역일,2st동전 시종역일,3st동전 시종역일
153,마이너,pentacles Knight,동전 기사,"부주의, 진척 없는, 게으른, 도전하지 않는, 결심 부족",역방향,Knight of Pentacles (땅의 Knight): 과거에는 신중함이나 안정성을 중요시하지 않았을 수 있습니다. 이로 인해 현재의 관계나 목표에 영향을 줄 수 있습니다.,"동전 Knight - Knight of Pentacles (동전의 나이트):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 목표를 향해 진취적으로 나아가지 않고 있는 것을 나타냅니다. 느린 진전이나 주저하는 태도를 보일 수 있으며, 안정성을 추구하거나 변화에 대한 두려움을 갖고 있을 수 있습니다. 이 카드는 목표에 대한 확고한 행동과 진취적인 태도를 취할 필요가 있음을 상기시킵니다.","Knight of Pentacles (동전의 Knight): 역방향으로 나온 경우, 실용성과 꾸준함이 부족할 수 있습니다. 책임감이나 업무에 대한 집중력이 약해질 수 있으며, 소홀함이나 무관심함이 문제가 될 수 있습니다.",1st동전 기사역돈,2st동전 기사역돈,3st동전 기사역돈,1st동전 기사역일,2st동전 기사역일,3st동전 기사역일
154,마이너,pentacles Queen,동전 여왕,"겉으로만 풍요로운, 인색한, 부족한, 불안, 의심, 불신",역방향,Queen of Pentacles (땅의 Queen): 당신이 과거에는 자신의 재정적인 측면이나 안정성에 충분한 주의를 기울이지 못했을 수 있습니다. 이로 인해 현재의 재정적인 안정이나 관계에 영향을 줄 수 있습니다.,"동전 Queen - Queen of Pentacles (동전의 퀸):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 주변 환경이나 자원을 충분히 활용하지 못하고 있는 것을 나타냅니다. 자원의 낭비나 관리의 부족을 경험할 수 있으며, 소유물에 대한 과도한 집착이나 자기 중심적인 태도를 보일 수 있습니다. 이 카드는 자원을 효율적으로 활용하고 관리하기 위해 지혜롭게 행동해야 함을 상기시킵니다.","Queen of Pentacles (동전의 여왕): 역방향으로 나온 경우, 실용성과 안정성이 부족할 수 있습니다. 자신의 자원을 효율적으로 활용하지 못하거나, 가정이나 재정에 대한 관리가 소홀해질 수 있습니다. 소외감이나 자긍심의 저하가 있을 수 있습니다.",1st동전 여왕역돈,2st동전 여왕역돈,3st동전 여왕역돈,1st동전 여왕역일,2st동전 여왕역일,3st동전 여왕역일
155,마이너,pentacles King,동전 왕,"실패, 손해, 낭비, 통찰력 부족, 신뢰적이지 못한",역방향,King of Pentacles (땅의 King): 과거에는 재정적인 안정이나 실용성을 강조하지 않았을 수 있습니다. 이로 인해 현재의 관계나 재정적인 상황에 영향을 줄 수 있습니다.,"동전 King - King of Pentacles (동전의 킹):역방향으로 이 카드가 나타나면, 당신이나 상대방이 현재 안정적인 리더십을 발휘하지 못하고 있는 것을 나타냅니다. 리더십의 부족이나 무관심함을 경험할 수 있으며, 재물이나 안정에 대한 과도한 강박관념이나 욕심을 보일 수 있습니다. 이 카드는 안정성과 안정성을 위해 책임감을 가지고 행동하고 지혜롭게 결정을 내리는 것이 중요함을 상기시킵니다.","King of Pentacles (동전의 왕): 이 카드가 역방향으로 나오면, 안정성과 확신이 약해질 수 있습니다. 재정적인 문제나 경제적인 위험이 높아질 수 있으며, 무관심함이나 낭비하는 경향이 생길 수 있습니다. 지나치게 소유욕이 강해질 수 있습니다.",1st동전 왕역돈,2st동전 왕역돈,3st동전 왕역돈,1st동전 왕역일,2st동전 왕역일,3st동전 왕역일
